projectid,is_exciting,fully_funded
bb026ba6d8f8ed4f33648b1c951e8f6b,f,t
bb01422e82ce7d7f68d578cc8a4d7304,f,t
baff4a39739ed511cc5218fae255b998,f,t
bafe66771cc09e75336cd821ccceeee1,f,t
bafcf48919d2a0fd35642c2621550f0d,f,t
bafb1b8717d5b6c87a002320aa07a541,f,f
baf9856aa4770da9327ecd582ef70a20,f,f
baf92cab72d1c6ed497967c5f58e76e8,f,t
baf89973af04881e748f48e340881727,f,t
baf3d27abafc8749abf0baa1eb7b05b3,f,t
baf37fd0c8eb621d9dd02af7afc4cbcd,f,t
baf1be3ca71d3e2056017d01cfd9ccec,f,f
baf08704e58e6dd888adc30bf6242bfc,f,t
baef49b5ba36e60e8d8bc4e1163c85d6,f,t
baeef56d0260e850920a3c2894457671,f,f
baed583a54d1204737d9491394aaee8f,f,t
baeca0a287555b060156df4e9b8b9155,f,t
baec8d424e075487439532dd2de16318,f,t
baeb7f3218d46d2d12f17597b532c346,f,t
baeb2a2625527c38aff19d28a664660c,f,f
baea909608bff7cbfc900a36b7a0f5fc,f,t
baea3f19a4f62f17df698cc5468fbe1f,f,t
bae9beaa8e09877fa3cb0643d2a88ff9,f,t
bae8e295585f0ee379f6c28cb01221b4,f,t
bae81b7221c6992abacc1f51696b77c6,f,t
bae80deffde3cc87f143c72a1105c7a6,f,t
bae7d0ccd052d336d6fbdc4baf0bfcf3,f,f
bae718bc834abcb7637c540fa217b65b,f,t
bae6d12fc5beab0b255064c4dc0d0394,f,t
bae69f5967163f542b465037d6831f01,f,t
bae6258498d6507ea4291bf47739cd6b,f,t
bae5b1adb9a455b34b2c819c37804a89,f,f
bae5063e73cba32f563d02eb09f576ec,f,t
bae45bf7742db2559e82e8f2bdf45fe9,f,t
bae3ee3f96cd600eee72350cdeae2c47,f,f
bae2c1bd73cccd6dc5bbd35850049261,f,t
bae185766d934a0a535492069dccaf2a,f,t
bae0157b95737723e0f4b651fbbef7a6,f,f
badef3a1b60f4a2ee1d915d98ad988eb,f,t
badd3b152ff39bc08cac3c17254a13ce,f,t
badcd97e919461249002a4dc3441a377,f,t
badc6e0a1ae7e77439d4f8307a7361b1,f,t
badb7289d92377ee614bd38e0edf07ba,f,t
badaf9a6cd184fff824d24ad07a9ba73,f,t
bad9749027bbfb5ca8281f7c32750706,f,f
bad8dd2e43e63528c2d0e3e111f93271,f,t
bad8d5b5249e492b3ffc39690f0328de,f,t
bad8200c206c6b3da73f4c87c3b84750,f,t
bad732a269dc05ee8e5a57163d2ff04f,f,t
bad70afbbcb576ab9d4c5f1620a8f5c1,f,t
bad47789f17ec239d79e24525f3cc94e,f,t
bad4302c6618a82ca33b80aa0a4df165,f,t
bad1d0ccf0313daec1c7939bb551039c,f,t
bad1b4e517e22ad0339b4a56c0ceacc0,f,t
bad10ce349d8475843f1dd2eb77c97d7,f,f
bacf307df5fd61e36bd57414f1394b48,f,t
bacf0b29040cfc859073864dc89bae5c,f,t
baceb33f146d42104f77a9a6508da199,f,t
bacded64e39f8ce271fbc7707e557a55,f,t
bacd076343eafdb5e18054db3f42c027,f,t
bacc624c0e95fd6c296a1bce7490d536,f,f
bacabe81e3083d95561ea6a0ea5129a8,f,f
bacab1c62bbbbceb02d97c57a45fe56b,t,t
bac7707883dc6ebbe0a13f843a966bd1,f,f
bac7698a170332d14a3ff2315109707f,f,t
bac5310ed914f6c4bbb4745f6cee5b8b,f,f
bac52d0d3161cc84d99d9565eb2957aa,f,t
bac47baa16aedf9b4aa18fa5d9c200db,f,f
bac3e23ab73592839d960cecc98edb93,f,t
bac3cc1df12139c8f07601b71d368a70,f,f
bac3248d0b2474404542c5a9b532087f,f,t
bac1374f90913c095575854c78a0cf81,f,t
bac118b52c4c706a2080b10d7916d07c,f,t
bac10a6d68cce4c3286cb38cfcde179c,f,t
bac038d9a91e96a23abf8d079b8477ff,f,t
babee988f31aeb95fb21f27c728f44fa,f,t
babdb26f971e760bd6970ff3c382d5d0,f,t
babcab58a8cf722458fee28d2f742ba8,f,t
baba4de74c4f9f40008281e6a805219e,f,t
bab96b2d43703bf2d791f60051ab196a,f,t
bab8ba69166f5e7a49076b4c0cad046d,f,t
bab7040f82931991ba295d8cff6351ac,f,t
bab3dc4b5d3189b0ac267932d20e0a2e,f,t
bab39a95c939ae5214f2079317e2242e,f,f
bab38858a8d2209f11902d3ec9a09775,f,f
bab12a6265a59f80da236bd209427660,f,f
bab05069518049928231ba4a97404467,f,t
baadcd16322403d246a636cbfb32ea07,f,t
baaa95d236867f462dc2a880a78baa9c,f,t
baaa3623114bcae7d5fc415ad69ebf95,f,f
baa98230fe08658df78a37e3b1caa755,f,t
baa96e25eaded1e3f6e166e75ddabf3b,f,f
baa8352703bf28b888907b35b5b9cff0,f,t
baa65cfb768b1264308e0f8eb2bc91c4,f,t
baa5e428598644e258a4d2b53cd3f88e,f,t
baa3bddd56873e7d54f9f9b97f72081a,f,t
baa2b7a71151a86691b5dad21b788de1,f,f
baa264d51cd44d4a3608617d381b3bfe,f,t
baa21b781ebd2df74b42795f5642144c,f,f
baa1615d4597697c9c86028597b1d030,t,t
ba9e60f33796a2c58d7bbd2b7a99c87e,f,t
ba9e1d31b8947660e41ee131af125d6c,f,f
ba9c962fca7cfb6b7454148002935d8c,f,f
ba9ba474ea9fd1fe6a4f175755ba6c5e,t,t
ba9b11790378b9b6b7b5b91293db903b,f,t
ba999ceaabf65234812b3687eecf7a77,f,t
ba993be78a64e13b96d49f8f3651e0d8,f,f
ba972764b4c5e3c542c89136baebf5ad,f,t
ba96af4830a433de3e62e23fbdc78853,f,t
ba9655889e105088f0633bb2904a7b46,f,t
ba95daed50465d3fca4fbccaaba1d560,f,t
ba9318ad80d0cf63fbc0787cac734485,f,f
ba92f7d24bbef54f8dc46d19e348237c,f,t
ba9193ebd1d7751a36bf75af572cc863,f,f
ba915dec40264c9c0ab1b053416bc99d,f,t
ba8e82f0259d5d7d2a6e527e80533216,f,f
ba8e18a235a01471eb6b7f05aa4a0566,f,t
ba8cd2f560caa0e9998fb8e767784325,f,t
ba8c2836e73d67b2c35238cd6b5921be,f,t
ba8c2672622a46badf977bb03ba89f97,f,t
ba8bf09c26f6e16208986dd567409794,t,t
ba8b5a4e3eb1026b296e46664d70176e,f,t
ba8b02441ce00eebdc791b2a45fff3bb,f,t
ba87fb79df3b18d76770ca880ec3f3f4,f,t
ba85c93837de06a3ee8cb67a3bcf77a9,t,t
ba854c41637fa4dd03b95aea2d57d742,f,t
ba8440892031b824cdca6c1d774a901d,f,t
ba83d02258530f794d8ab21077fa2e2f,f,t
ba8380fb4a321261fb746ab23c53626f,f,t
ba82979963ef976764a4ba8f3e8d1b10,f,t
ba82810f75a550db7849626519b40559,f,t
ba810d88824a36f488da4c0f94d97d22,f,t
ba80b2568855560f67a3423439e31efa,f,f
ba7fbbbd69b7cf5540791b7072e97ad8,f,t
ba7ee83e2e0cc8215fdca4042d8352d2,f,t
ba7e3e9aa39de6de133bcf7f04b81612,f,f
ba7e31e3d984e0d7605d0109d1ce6d63,f,t
ba7bc031e7dbb11333fcfb3e078a2ccd,f,t
ba7ba5869b7b633633475a437d2e6f84,f,t
ba7b488fc0a23fe795d9bce2d93fb1ed,f,t
ba7958f9b8d407627f6a6400ac94b357,f,t
ba79470196651f64c7e8fac3a9acad4a,t,t
ba7933c0c0794517eab60d6bd84ec232,f,t
ba77fc88e11ed722e0af4547026cc16c,f,f
ba77a4f1ebd7da75f1a7866f60e70c5e,f,f
ba76435985687d93e6c18339dd96a91f,f,t
ba75fc96dbff83f26490603932d39b93,f,f
ba7450a63d0fc7eeb2a6ccd59300e584,f,t
ba74163b06ef720fb32a024dbca9ddd7,f,t
ba71e04e102f8ff757f32fcdf5f9413e,t,t
ba7110e65fd20394b2a0f7c25d0f8b8f,f,f
ba6fad13946fe275fbc67d68c81fb9c9,f,t
ba6ec303d11704fc48a67ca8feb71cd8,f,f
ba6da58ff3965accb9a204baeebd2235,f,t
ba6ce53a21e9cbe2518ff70ceeb95fa7,t,t
ba6c9e1fd7867d900b0dd24ecfea089b,f,t
ba6bfc975748bb84db48b1065364c433,f,f
ba6bf248ed9121e77e95d7ea8f56d6fb,f,t
ba6be2356e1d22a2d5e4cbfa9ceeff4d,f,t
ba6b72ea10bc39a31240b9ff1a4b7922,f,t
ba6a4c7f182848db4fd78d2da6e18a03,f,t
ba687e41e8d901d5905d596ad09518cc,f,t
ba687052a4063a295ecdbc174185df0a,f,t
ba677589968b3427dcb5dc11ba79cbaf,f,t
ba6719a1ca3c567fab3129bb7e77a0f9,f,t
ba66d2e11df10ff8238d1235a7f98106,f,t
ba665113d03f82106f455bb40f92c744,f,t
ba65e620c10c061e961e518a0a6a59bd,f,t
ba63cb602ab5dbb83beb8ae6114383bd,f,t
ba61a344d8979285890367e1a1aeb5d5,f,t
ba616d4552e8295a966257f4ab1a3f17,f,f
ba60d7bc4fa9ee30a3feff503c0553e9,f,t
ba5fbdeaec9cf6d14244929394626348,f,t
ba5ef22b72a3cd25bd6cfb0ff40c09f3,f,t
ba5ee55832a6ddd43a23ef68be747c98,f,f
ba5e6a5b55d4656971a8ff9737d59eb4,f,t
ba5e001bcc705eacceb02c356b2c0e52,f,f
ba5d8fbe4017ec8f1f873958791fc405,f,t
ba5c1732b00f1847427256a6c945d940,f,t
ba5b854ad9286304144c8fa7d130b6f3,f,t
ba5a6161d7807fa8f7c3a731ec25d6f3,f,f
ba5877271f00e857cb0a104430273ec5,f,f
ba575c0a75890e070f03e2dc6f7382ef,f,t
ba574a30b037098e639a1ea1f043c938,t,t
ba5696f2b574fe43ae4bd815f7e5627c,f,f
ba54e08625457b7b324e9e3b423d9bd6,f,t
ba5445a8e6d434140b45ddcf005f92e3,f,t
ba53baa6fb541359f7be4fd4609080d7,f,t
ba5373ba5223d29cb3af8e86caa40b7d,f,t
ba5113b989c70d141c1fd1abf8c2fa16,f,f
ba50fcdc7f20eb7d6da195274641bf0b,f,t
ba5050f628aa3e87b7991fd5c846a4dc,f,t
ba4c9665fd8bfff3693196c8f514647d,f,t
ba4bcf7dbf7af27c21658945e2e8771d,f,f
ba4baa6b2b389adae1c6df9b4c1bd3f8,f,t
ba4b33877af27c1e560d5f4b298493b2,f,f
ba4a34e11a975dfed4b82a4fb141b795,f,t
ba49f4c07dde06690fae672f12aadd2c,f,t
ba48d8d289a3efc45e70f9a923d73615,f,f
ba46c25e9cbdae4df3039907af2eb76c,f,f
ba45f19562e3a1dbccd62f1c60adb396,t,t
ba45cd672acd487bd36e4dfadccb766e,f,t
ba44a1ea6483b07aab72f4a2c8cc4a59,f,t
ba42fcc908148f0876d63e24d28bc9d6,t,t
ba3fad6d833d839ad985faaa5b89539d,t,t
ba3f14b528f219e1d877491035a00ee0,f,f
ba3ec6a8301e5485631f431b47d05b41,f,t
ba3e6b986df7f348f1d0ada5e7769fef,f,t
ba3d748ef972d6ee57fefec5f309620b,f,t
ba3d47de5715589abd063d791f4436c7,f,t
ba3d35e110f77d0e09a98be520159fbc,f,t
ba3cf7988ed62bfd96f56332b2d7c177,f,f
ba3c8b83636de562ca3435c354eff20d,f,f
ba3be415ea9593ae036b29305196db41,t,t
ba3b647f0881cc0720f4ba1065211bd7,f,t
ba388bb95072f232e370eee530768186,t,t
ba35332f880533cbefdac104387100e8,f,t
ba34b7b0f20c792953c5ab17709c479e,f,f
ba33d9f55a9f8553915b61d503b4e6ce,f,t
ba337ac842a4d977f1d7795d2954579a,f,f
ba3372fc745fb064bd2d52f5e17be87e,f,f
ba321a278304781cafa97112d51df320,f,t
ba31ce3c3a147700d92e32f77b328b13,f,f
ba3195124cb0eb893a4ba5d385f94943,f,f
ba31563f03849b84ad25e1ef95ba8e4c,f,t
ba314e4df3f41a4dc3cc6b5857db673e,f,f
ba2f7881920850011a7c9bb88a526c43,f,t
ba2f3473492d48be84a509809965cc3d,f,f
ba2c63c0063787307318d28a8a4748f8,f,f
ba2bc2d17ab2e0ad46bbe481d4ce2656,f,t
ba2bb379ab806c3c2ce93027b4332cf2,f,t
ba2bb01d12a17b8cf19ecbb2ce1255a0,f,t
ba2b77ae89e84a9826a60203d39fa87b,f,t
ba2b5a91bed0b525669aefa9a03ffcc5,f,t
ba2b563a1275f3ea6d2c0e4c3f1fa1e3,f,t
ba2ac55fc8401cdd5694d5a8fd4cd3db,f,t
ba2a76715167a6d0c03fb5c8fc76054a,f,t
ba2a67d029ada779aff78df627e5cf5d,f,f
ba29e64ebc28d655f45b1c4859ea435e,t,t
ba29ded9788f48c906f983eaf7be66a1,f,t
ba27e35b7aad4d5baf82d71dc9993036,f,t
ba27815dfbcee90412719c8762238fc4,f,f
ba260cda5eb63b6c1aa4e861eec610ec,f,f
ba24c21bb617a9bbf5e6abbb606fc166,f,f
ba244def7bae60c9fc85cfc89ded6430,f,f
ba20dc31bc0be7db6ceed67b5f3e2e9e,f,t
ba2051b0d95547be6e2c055ba622678a,t,t
ba1fd044f9ac2d04e24075c01f7f59a8,f,f
ba1fb37451cba1cf2f64a67440257c4d,f,f
ba1f948cdc818b4aaefc996bc85966f1,t,t
ba1f20211a03551504479ebc75af28e2,t,t
ba1ee078e4bde8e43c96830982c435a3,f,t
ba1d8211854da7c59c27027398f6dd12,f,t
ba1bc940f352b7b3acd7f32e9c842370,f,t
ba1b306de69c379d48ee133ddd379a90,f,f
ba1aa22657ab1f14b7a813ac738b8a83,f,t
ba19bed51ebcf9dc101599425abd1861,t,t
ba1905bf462fe3aee2bc51b9b912d7c3,f,t
ba182fbf2388b8871e2b4a5ba16777b4,f,t
ba154a9e65797c89453b87695e97e5f1,f,t
ba1369b4bef03f3041a5bad2326987f5,f,t
ba1360082dfad9d6a64e32842a82718f,f,f
ba135669a997c8de86ecd051bf359f41,f,t
ba134ce980d5078f4816ba74b402ebe8,f,f
ba12af30f4e083e1c407683b4289ec21,f,t
ba102174c81913dd625c37f9650ca070,f,t
ba0f69d4ae51db3ab7fc8ecaf10cf2c3,f,t
ba0f2e944e4a514e002bdc299c75e3a8,f,t
ba0e8dcdf176949372b7043ff95b3534,f,f
ba0df325792fbabf05743c81847422c6,f,t
ba0d653b0b3df37a31df2cdb5acd064e,f,t
ba0d22c1cf3f1933149452d2c34f83b5,f,t
ba0cb668cde50ffe0929271e8226097c,f,t
ba0cb218f2d6921dd793197ad28d47cd,f,t
ba0bc1f1bb2da42b620df8b3c1b2aa7a,f,t
ba0a22479ee97cd1a6287e84d7f23aa7,f,t
ba09afe4deffbc19ca984a619dc59790,f,t
ba071baf13bf7b80f57b4b8e5db3a6cf,f,t
ba058e67b141c374128d6e3d30d1dde4,f,t
ba04f72ca4069f6b44a3636076183362,f,t
ba048097064c0ce0dea39370872e310f,f,f
ba044d660914ddc8f1dc4e38c74dfcf1,f,t
ba041bb9b0844c1607d7d007db22815b,f,t
ba03c3efc96cc019c08a5a2e44081340,f,t
ba01fd1b47b9ff6595ae00cc212618ec,f,t
ba01e8e078191c9fcab67a1dd2be3613,f,f
ba01838529baea249bfacc48c16ff966,f,t
ba00773cbf28fd4da3f88417f2b8eef7,f,t
ba0018385570b2b778399ecca43bd055,f,f
b9ff4eaad53b2ae9c8a2ef998efb7709,f,t
b9fe805954a6456e3a1ff5fd4a5b44b9,f,t
b9fe393fadf3d19bb6577c4fc4ec9a73,f,t
b9fdd375f31ed72015f3bad6a3e42956,f,f
b9fb624710149c5486bb9b7b2d870015,f,f
b9faaef99fcf5ab80eb43b9b3440bd7f,f,t
b9fa08921f1046e0676d91eca1709eec,f,t
b9f9395a29e0bff3037daa3411fd1191,f,t
b9f82c85709ead15028bf4e9da6143d5,t,t
b9f7f1318c8514948801dfa56bcb9f1a,f,t
b9f7c7b4a4d051f9a81a28bdb1a9884e,f,f
b9f6cb1db927c2eae95f9c4b98b2d3be,f,t
b9f56461b84797824ad32ceb4611d384,t,t
b9f53a97aaf6112baf30557de0b6edb3,t,t
b9f4ed0575472ec1cb659cc99758e015,f,t
b9f4da9202609b8f60cf5f2d2a6b1176,f,t
b9f3c013003821c8e6ee69271bc3a128,f,t
b9f26fb723735da0fafe019b72c17840,f,t
b9f13ae83160a407885f90eee378259b,f,t
b9f0588022dc7a2905d387c392a6b289,f,t
b9edc12a638a90f5de2853e475b72602,f,t
b9ecc4251fb3de62360e2fcb4977ac29,f,f
b9ec3f73c2018c8bd208728b0d9cdc58,f,f
b9ec191fbac97fe5adfa7cb4737b687c,f,t
b9e974176a3ad5ce0ff7863a2971abe3,f,f
b9e9653e0e5f424acda5cf9a4e499a6c,f,f
b9e9325d452275f8349e703657eee8bc,f,t
b9e78ff6e817eb40364f40ea349ea50a,f,t
b9e6f031764cfb7eaed2feed1423880d,f,t
b9e62f6f8a50d70c6eed02b2231c0b18,f,t
b9e50ff5c4196cb5dc8fe9c9176acfe9,f,t
b9e445881cd1c560ae566ffb73cf08e4,f,t
b9e42897db972059b269793d80145bde,f,t
b9e3c1d714625ae2f080ebe92a0c0e49,f,t
b9e39040a601c63a12b99a7e169c871f,f,t
b9e35747ef37014cac83394267d88a46,f,t
b9e2df0928151ac6962e4ee8fc0808f7,f,t
b9e1d1ca26bf30070cb927e268e3206b,f,f
b9e1a8316a9a51411b1f9e305d97acf9,f,t
b9e1a1749bc42f4afba42b0a689a73da,f,t
b9e138c6ed7de308967e035f0a5bf330,f,t
b9e115c5e1df3a6c3fd82f51daede65c,f,f
b9df941c1a6f43b4a2301066c53b4ce2,f,f
b9df30e810ac3e0ba6207ca88f0f3947,f,t
b9ddb81f8e8da81e43c425bd9b148e38,f,f
b9dd8b9de10723c75be6c9be6835aed8,f,t
b9dd7eb4caaaed0488bc00697ecf25f5,t,t
b9dd4cbdf5a08deb041ec70897dc765f,f,t
b9dd06d6576761bdf3a9c8decba1e26e,f,f
b9dc9b366076041bf269ea63d5f8dca2,f,t
b9dc12a7c8df945883174f585d9baca4,f,t
b9d8d005773896d9433b4f9988bbfff1,f,t
b9d885a7529132a6e42c4cf8eb9dfd62,f,t
b9d8524db8a34822f54619603d2e86f4,f,f
b9d77a01bc8b09f8e3e3549ece612b43,f,t
b9d6a193becf8618bb1c5d9523296461,f,f
b9d605f081ddeccc7d93cb9bc4fb01eb,f,t
b9d5f1495b9b3d7471869e87468a45e7,t,t
b9d584a0740ad563acf9e23c32c4e65a,f,t
b9d4ae65c820bba1e9bc6fb48b7c9aad,t,t
b9d1cb79d320ccd86d692ccbe380ff8f,f,f
b9d07ab34f3f75121ef62cfb70d6567d,f,t
b9cedde43f839b82ffe6078f6baacf5a,f,f
b9ccee3b9d071d6dbc7f96602667587a,f,t
b9cce858e68e5e05c8313660b6f92fbf,f,t
b9cc8d01465492beedfea1be04446951,f,t
b9ca52a1c85db549a4135cea97d38ab2,f,f
b9c9d01195cd7ef0b05a17ebca7105a0,f,t
b9c8c2e0bd2b9bb02d8c6ce34f039e3a,f,f
b9c87143c0bd7d34b9d2c7a754911332,f,f
b9c678965ececee5f7b67d3745034c9e,f,t
b9c4e5c060bf39ce4c6ba2a2a65b2921,f,t
b9c41fe261ca040e6174096f5a5fc4b0,f,t
b9c4077467bc9b1bd31432e52770f58b,f,t
b9c3ddcdee35fb98257b24d369b9553a,f,t
b9c30710848956d6cc9642fa17a2b328,f,t
b9c206e631a44b1f4ee337ac9e060cfc,t,t
b9c0e9e98c870e9000c2c6c10f0468ba,f,t
b9c0bc5593dfdcf6ba96ca49b460e7de,t,t
b9c0572ec56edec61bcebc0810828d1b,f,t
b9bd33948cd7227f788b55da7c127434,f,t
b9bcb9823b7c7c42ba672a9468c98792,f,f
b9bcb2fb70e8a2b7f30fbaa2ef980baf,f,t
b9bb9580a5e578e182f529e3ee365b0f,f,t
b9baf48adc7a38dc99b3c89d63622240,f,t
b9ba60c375fd387b4a0b9a2b27f4ec17,f,t
b9b9a960ed43d06f64482586d7383f6a,f,t
b9b7749ac0e3cdfc36a14098a0dc8265,f,f
b9b76cab98cd5c0dd2c2364f00f7d439,f,t
b9b609c47c3fef6c2e4c30944f0597e3,f,t
b9b52c2df1d484a821cb6b94a4ec8950,f,t
b9b4acc451c18684fc8281211e10bb75,f,t
b9b49f8ac31206d8acb977bf1935c594,f,t
b9b46b6215c79fc53fa2197b10b70030,f,f
b9b36a345aee364f793e329e22be6e32,f,f
b9b2ee7735b2167c5183f1b8ee3bfc65,f,t
b9b1d43e13c0975af9a31e4f4eb9c86f,f,t
b9b1374a76e0e884b1d9cb917e6a3cb2,f,f
b9b0ce4e5be9e825c503657ae749de35,f,t
b9afa085f2d3f11160aa27d675198b38,f,t
b9ae6f9eb58e0db3b44181e9ab3fcab7,f,t
b9ae3ec0e64ca5685e41f7f979ab4913,f,t
b9aa863b3c218654ea3ecc79b862f48c,f,t
b9a9c08bfa58900e879fd563d0eff41a,f,t
b9a9910d3300b1087fff4459a51f4395,f,f
b9a9704151498aaf1a48ba1387d93c6d,f,f
b9a85bfe091af7f8b0d74ef436da9a56,f,f
b9a6293b18fdee988ba2c4e63a1863db,f,t
b9a58bb409899bdd76ecf031400ea8ef,f,f
b9a556e26482f9e45cdc5235d60d4978,f,t
b9a4a67ee3e7cbe165e2f144b0249a42,f,t
b9a49d953bfec4b5f9573ad2b4bc48e8,f,t
b9a2cf915d9a4f5a0aa8c53343bdab19,f,f
b9a2cafd9abc93fec7f3952a34f21c0f,f,t
b9a0b53e07696f97a16e4774d89e16f1,f,t
b9a028575436da0f4a16876a64f78455,f,t
b99f1933f01a6a51071c036d1eef7bd2,f,f
b99ec3fb31d1082a098bd4617ef465fe,t,t
b99df6c106462b6b72b8e7586b54d50c,f,t
b99cf4c66b2e7617631fe4ebf83c6ba8,f,t
b99ca4cd98d3c82e7aae0c5ec399cd64,f,t
b99bca622d1d726dbb010376971682f2,f,t
b99bb7b6cf298f8d516272d8ce010430,f,t
b99b9e173e70c632327fb97f4584723b,f,f
b99aa8ec37a1ac68cffc9cd540d1e84c,f,t
b999c37d87264c3ec2152f4a3d9bf9a8,f,t
b999af19f0cbabf332570c3f633b4985,f,t
b99993c4a29189bb9e6d53832cc620b9,f,f
b9987a65c421976eebba5c869da99725,f,f
b9975c06976d18376d456044bb6f3be1,f,t
b9975af750c4922f866a52a598dee493,f,t
b996ed62be1bf7b2a732fdb984ada3aa,f,t
b995aef93d223f906f1f35882d7c1004,f,t
b9959f93e448a0b0c750b211f5d34d59,f,t
b9952531d0050b1dee0cd17cad5a327b,f,t
b994fba43f27b5328be280da625e5a7d,f,t
b993b1a4502c235c3d27dd239f2c48b7,f,t
b992bde10c41bd7f905346343656c88c,f,f
b9910fcbdf804234b440ed592a8b3a02,f,f
b98eef730b896cd9eba8b322fae3b20e,f,f
b98ea32c265c521c0d2097d56c68eedb,f,t
b98db062cfe95dff6409de44e211a81e,f,t
b98d990d3f8a8059852296f34bc6754f,f,t
b98d664945ab6dd0b61e7b424150137e,f,t
b98cf27b70d3be88bf6d394ba2a4740e,f,t
b989c430d526d77ed994b67b6d22a63a,f,t
b988a3e822747086b334c2be0b6177a3,f,t
b988441f5f90d3050e4bb3acc120700a,f,t
b98784a4d85a89e1212a3f8d421c7912,f,t
b9874f382bba8e37a0e96bc5937a0515,t,t
b986a994f5010627b073ec18ce6536cc,f,f
b9867878509b853c38f873e612ba051d,f,f
b983eaa699b9044b81c01d78bfe73d20,f,t
b982a99e63538e4d731595890fe11b42,f,t
b982a39309e3e86aae9e331d86d50b86,f,t
b9820481dc48187664f5b75ec334dbd5,f,f
b981b0cf1c66449d12d7976517bb77b8,f,t
b98013b1edce684baf12da6e481fc0e5,f,t
b97fbf76da8a74482ffc6451aa9e6ee3,f,t
b97eb56f74d697e97ffee3531f790f5e,f,t
b97eb2536ef47614b1cca44d121eef4d,f,t
b97bc8fc1321123bb2ccfa8d02abdb77,f,t
b97b35efc2f9b4d4a5c4a08f49bf21b6,f,t
b97b01bef81c06c860386d31b51bd063,f,t
b97a3ad1657237b8a69e04dc5536475e,f,f
b97a0720ec29dc61ebe56769b812d630,f,t
b979f833caefd916ce7739353387088a,f,t
b9778e85768bd98101c0ecc6c121aaf4,f,t
b9761ef27bed0e8c5c0c19ef6644fb00,f,t
b9757bf90197a321ac8c74cf7541980c,f,t
b97527ad1becd65ce40bcf0e5d44165d,f,t
b9743adc39271338e764659c64b35169,f,t
b9733bb965aa36f94b4e3dd5649e9bd9,f,t
b972486be680ba87ce966a05ca8bfb8a,f,t
b9717d32424735cd10a688ffa5c50879,f,f
b9700bd07af41aa991e81dd23ae02b1b,f,t
b96faa6f1390bf4b8bd759fd81587f0b,f,t
b96f95fe146c045decf4dccf8d253dd7,f,t
b96ee186549e3adec7de2c91dd8c4ff3,f,t
b96d7e2c0fed3cda99a27c4f6b3164dd,f,t
b96ca3226fc5e83a03cb04a519e939e1,f,f
b96ae783f0d06b8ce01472f7d1379641,f,t
b969b693be06f77c16676f96f6d4372f,f,t
b9696261ca2c78ee9efc79047751c850,f,t
b9686e5cecbc6b670fe204f7c2665488,f,t
b96762e6fc2a0afdf1134b1e8bf37a10,f,f
b9674d00bdfe51cbbf38943458597160,f,t
b9661afeb744da078af31083c0b4456e,f,f
b965bb06dc107fe93fa59f600fb7fecf,f,t
b964f5ed92602c9a1215869d1fe4c6f3,f,t
b9630d11cb559a8711290a2a38768f0e,f,t
b962a07c520095c26d0e995a532b45a2,f,t
b962006504d2fde378eaeb04afe38dc8,f,t
b960674035df2b1c3ebccf97ac8817bb,f,t
b9603e41f3bc47900abfa222cc5dd38f,f,t
b95fabcdaa2faadccfdd865f236f6a59,f,t
b95f4dd9aad593e8545808eb93ffd3e1,f,t
b95e08e978a1ea0996423bdaedd3fe45,f,t
b95be26d168d0d42ca59bc4875d862a6,f,t
b95b4140da57345148b7a91ece50b683,f,t
b95b35cb7c0e1c49b826b666ccf1ab49,f,t
b95aa658c5bcb3acec173712d064f22d,f,t
b957ab1e770622fc357d3a7567b7cd18,f,t
b956efd5670c565eb126ca6dd683c90e,f,f
b95543aa2e2f553cf28daac5b781a97a,f,t
b953957f3276029c3294c859395b69c0,f,t
b9534ef11e5d6f2124edd8f71fa35395,f,t
b952f95f77fc1ec88437c1535b3380a1,f,t
b95220a0a4a009c47230c8ac17145455,f,t
b95025f0e851a49a041dd1512101ab52,f,t
b94f468210014f2be64a8fd3158d03e1,f,t
b94de81ab7eec9b4872787a0399f2a75,f,t
b94ca95e01d21756ba2ec98d5e25b68f,f,t
b94aa362aa58e48d90d973aa8a8e74f4,t,t
b94952f83bc065b8f8765eaf031757fe,f,t
b94893c0fc00459212a23c1850528eb2,f,t
b947a346cfe240580af5984e9d5a3d91,f,t
b9477afe9d35df885a73d382b74a579f,f,t
b9476d5b6d013f93f2cb51312d528c50,f,f
b945aa5d6362789ff7d7166339c1344a,f,t
b9455e6ccaf615c77f5b7497bd01588e,f,t
b9443d4d47a7d7bae0845a20fcd82a0f,f,t
b943665c64a53b7cc5df92f31be34441,f,t
b9430e04ff027020528b709123079437,f,t
b94212822596b6ae056f837d51212ebd,f,t
b93fc4ab633bcd3e407c49711d82a095,f,t
b93e213a195ca282b99f4057e0d470f5,f,t
b93d9d522d2795ce5e6fd916a8e353f3,f,t
b93d387e199d6580803e7c57e2fa8da1,f,t
b93c1f662af676e64320b3d5e8074d32,f,t
b93c04f957c8678cb58aca27886614a0,f,t
b93a4d10fae2316c08bad073fb178aa2,f,t
b939a264d26ad8d648fef0a8421383ed,f,f
b93724f412277d4f129fd5f60c40714f,f,t
b935664147d22721e7637dbb8588650e,f,f
b935019078e1dfc18fb2c753d78a0c06,f,t
b93462bc434a87930164cdf28cb8f4b8,f,t
b933ba88c77b44ad48b24f048b930dce,f,t
b933830f87a72d81982ec44b081db2f3,f,t
b933630dcd937a765e7909bb1ed56679,f,f
